Autor,Pieza,Gen,Subg,Jornada,Parlamento,Verso,Personaje,Tipo,Sexo,Texto
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,434,HÉRCULES,,X,"si es mi desdicha bien fuerte,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,435,HÉRCULES,,X,pues hay mortal que me agravie
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,436,HÉRCULES,,X,y no hay dioses que me venguen.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,437,TESEO,,M,"Hércules, no desconfíes"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,438,TESEO,,M,"de la venganza, pues eres"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,439,TESEO,,M,africano honor de Tebas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,440,TESEO,,M,y horror del orbe. Si temes
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,441,TESEO,,M,que las malezas incultas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,442,TESEO,,M,"humano pie no penetre,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,443,TESEO,,M,yo me atrevo a entrar por ellas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,444,TESEO,,M,sin que el cansancio me fuerce
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,445,TESEO,,M,"a dejarle de seguir,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,446,TESEO,,M,"aunque corra velozmente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,447,TESEO,,M,pues sin ser centauro yo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,448,TESEO,,M,tengo un caballo obediente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,449,TESEO,,M,a las leyes de la rienda
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,450,TESEO,,M,y de la espuela a las leyes;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,451,TESEO,,M,"Équite, el primero que"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,452,TESEO,,M,"domó su cerviz rebelde,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,453,TESEO,,M,me le ha presentado; en él
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,454,TESEO,,M,cuanto está el mar continente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,455,TESEO,,M,registraré.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,455,JASÓN,,MX,"Pues, si tú"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,456,JASÓN,,X,"el orbe a correr te atreves,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,457,JASÓN,,X,"por la tierra, yo me atrevo"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,458,JASÓN,,X,sobre esas espumas leves
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,459,JASÓN,,X,"del mar a seguirle; Argos,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,460,JASÓN,,X,"docto artífice excelente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,461,JASÓN,,X,ha añadido a sus espumas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,462,JASÓN,,X,un monstruo que velozmente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,463,JASÓN,,X,corre por ellas a cuantos
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,464,JASÓN,,X,climas el aire le lleve:
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,465,JASÓN,,X,"águila sin plumas es,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,466,JASÓN,,X,delfín sin escamas este
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,467,JASÓN,,X,"prodigio, pues que, nadando"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,468,JASÓN,,X,"y volando juntamente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,469,JASÓN,,X,a un mismo tiempo es monarca
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,470,JASÓN,,X,de las aves y los peces.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,471,HÉRCULES,,X,"Pues, si tres los ofendidos"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,472,HÉRCULES,,X,somos y tres partes tiene
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,473,HÉRCULES,,X,"el mundo, en este caballo"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,474,HÉRCULES,,X,tú corre el Asia y tú en ese
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,475,HÉRCULES,,X,hipogrifo de las ondas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,476,HÉRCULES,,X,"pasa a Europa, que mi suerte"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,477,HÉRCULES,,X,dice por ciertas noticias
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,478,HÉRCULES,,X,que yo en África me quede.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,479,HÉRCULES,,X,"Ni ignorado seno el mar,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,480,HÉRCULES,,X,ni seno ignorado deje
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,481,HÉRCULES,,X,la tierra que no registren
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,482,HÉRCULES,,X,nuestros ánimos valientes.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,62,483,TESEO,,M,"Esa palabra te doy,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,62,484,TESEO,,M,como me des solamente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,62,485,TESEO,,M,de plazo un año.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,485,JASÓN,,MX,Yo el mismo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,486,JASÓN,,X,pido y desde aquí promete
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,487,JASÓN,,X,mi valor dentro de un año
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,488,JASÓN,,X,volver a este sitio a verte
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,489,JASÓN,,X,y desto Hércules te doy
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,490,JASÓN,,X,mano y palabra mil veces.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,64,491,TESEO,,M,Yo también.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,65,491,HÉRCULES,,MX,Yo las aceto.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,66,492,JASÓN,,X,Felice aquel que trujere
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,66,493,JASÓN,,X,mejor suceso a tus ojos.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,67,494,TESEO,,M,Pues más mi valor no espere.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,68,495,JASÓN,,X,No espere más mi osadía.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,69,496,TESEO,,M,"Équite ingenioso, enfrene"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,69,497,TESEO,,M,tu disciplina ese rayo.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,70,498,JASÓN,,X,"Argos invencible, quiebre"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,70,499,JASÓN,,X,al mar la espuma ese asombro.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,71,500,TESEO,,M,"Pensando que corra, vuele"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,71,501,TESEO,,M,domado el céfiro.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,72,501,JASÓN,,MX,El vidro
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,72,502,JASÓN,,X,"salobre, ese monstruo leve"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,72,503,JASÓN,,X,o con la quilla le rice
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,72,504,JASÓN,,X,o con el buco le encrespe.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,73,505,LOS DOS,,M,Júpiter quede contigo.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,74,506,HÉRCULES,,X,Júpiter con bien os lleve.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,0,-4,ACOTACIÓN,,ø,Vanse los tres hombres.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,507,NOCHE,,X,Esta división que han hecho
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,508,NOCHE,,X,estos tres héroes valientes
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,509,NOCHE,,X,"de las tres partes del mundo,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,510,NOCHE,,X,adonde a los tres suceden
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,511,NOCHE,,X,"tres maravillas, en tres"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,512,NOCHE,,X,teatros por tres diferentes
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,513,NOCHE,,X,autores son la comedia
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,514,NOCHE,,X,que aquesta noche ha de verse.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,515,NOCHE,,X,"Un corto ingenio la ha escrito,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,516,NOCHE,,X,si bien por disculpa tiene
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,517,NOCHE,,X,"sus mismos errores, pues"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,518,NOCHE,,X,con lo que yerra obedece;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,519,NOCHE,,X,"y, pues a la novedad"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,520,NOCHE,,X,"algún aplauso se debe,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,521,NOCHE,,X,"pedidle las dos, pues sois"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,522,NOCHE,,X,a quien festejar compete
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,523,NOCHE,,X,en Retiros y jardines
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,524,NOCHE,,X,tanto generoso huésped.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,0,-5,ACOTACIÓN,,ø,Vase.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,76,525,PALES,,X,Cuarto planeta de España...
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,77,526,FLORA,,F,De Francia divina fénix...
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,78,527,PALES,,X,"...cuya luz no acaba nunca,..."
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,79,528,FLORA,,F,"...cuya edad anima siempre,..."
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,80,529,PALES,,X,...bello Baltasar...
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,81,529,FLORA,,XF,...hermosa
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,81,530,FLORA,,F,Ana Antonia...
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,82,530,PALES,,FX,...en cuyo oriente...
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,83,531,FLORA,,F,...en cuya infancia...
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,84,531,PALES,,FX,...las dichas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,84,532,PALES,,X,"asisten,..."
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,85,532,FLORA,,XF,"...los hados reinen,..."
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,86,533,PALES,,X,...aquesta fiesta os presenta
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,86,534,PALES,,X,quien más serviros pretende.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,87,535,FLORA,,F,no habré menester decir
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,87,536,FLORA,,F,"quién es, pues que ya se entiende"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,87,537,FLORA,,F,que es la Nise laureada
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,87,538,FLORA,,F,de virtudes excelente.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,88,539,PALES,,X,"Por ella el perdón merezca,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,88,540,PALES,,X,pues por sí no le merece
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,89,541,FLORA,,F,para que el prólogo acabe
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,89,542,FLORA,,F,donde la comedia empiece.
