Source,Target,Weight,Type
Gongora_En la pedregosa orilla,Gongora_La ciudad de Babilonia,21,undirected
Gongora_En la pedregosa orilla,Gongora_La más bella niña,11,undirected
Gongora_En la pedregosa orilla,Gongora_Los rayos le cuenta al sol,4,undirected
Gongora_En la pedregosa orilla,Gongora_Noble desengaño,188,undirected
Gongora_En la pedregosa orilla,Gongora_Pensó rendir la mozuela,3,undirected
Gongora_En la pedregosa orilla,Gongora_Saliéndome estotro día,3,undirected
Gongora_En la pedregosa orilla,Gongora_Según vuelan por el agua,2,undirected
Gongora_En la pedregosa orilla,Gongora_Tenemos un doctorando,8,undirected
Gongora_En la pedregosa orilla,Gongora_Todo se murmura,5,undirected
Gongora_En la pedregosa orilla,Gongora_Triste pisa, y afligido,7,undirected
Gongora_En lágrimas salgan mudos,Gongora_¿Callaré la pena mía...?,53,undirected
Gongora_En lágrimas salgan mudos,Gongora_¿Quién oyó? ,7,undirected
Gongora_En lágrimas salgan mudos,Gongora_Al campo salió, el estío,23,undirected
Gongora_En lágrimas salgan mudos,Gongora_Al tronco de un verde mirto,4,undirected
Gongora_En lágrimas salgan mudos,Gongora_Ave del plumaje negro,26,undirected
Gongora_En lágrimas salgan mudos,Gongora_Con su querida Amarilis,171,undirected
Gongora_En lágrimas salgan mudos,Gongora_En dos lucientes estrellas,6,undirected
Gongora_En lágrimas salgan mudos,Gongora_En el caudaloso río,6,undirected
Gongora_En lágrimas salgan mudos,Gongora_Escuchadme un rato atentos,17,undirected
Gongora_En lágrimas salgan mudos,Gongora_La cítara que pendiente,162,undirected
Gongora_En lágrimas salgan mudos,Gongora_La más bella niña,4,undirected
Gongora_En lágrimas salgan mudos,Gongora_Lloraba la niña,322,undirected
Gongora_En lágrimas salgan mudos,Gongora_Los montes que el pie se lavan,7,undirected
Gongora_En lágrimas salgan mudos,Gongora_Minguilla la siempre bella,4,undirected
Gongora_En lágrimas salgan mudos,Gongora_Ojos eran, fugitivos,30,undirected
Gongora_En lágrimas salgan mudos,Gongora_Pensó rendir la mozuela,2,undirected
Gongora_En lágrimas salgan mudos,Gongora_Quién pudiera dar un vuelo,101,undirected
Gongora_En lágrimas salgan mudos,Gongora_Saliéndome estotro día,2,undirected
Gongora_En lágrimas salgan mudos,Gongora_Sin Leda y sin esperanza,70,undirected
Gongora_En los pinares de Júcar ,Gongora_A vos digo, señor Tajo,15,undirected
Gongora_En los pinares de Júcar ,Gongora_Cuatro o seis desnudos hombros,86,undirected
Gongora_En los pinares de Júcar ,Gongora_De Tisbe y Píramo quiero,371,undirected
Gongora_En los pinares de Júcar ,Gongora_Donde esclarecidamente,160,undirected
Gongora_En los pinares de Júcar ,Gongora_En el caudaloso río,7,undirected
Gongora_En los pinares de Júcar ,Gongora_En un pastoral albergue,56,undirected
Gongora_En los pinares de Júcar ,Gongora_Escuchadme un rato atentos,206,undirected
Gongora_En los pinares de Júcar ,Gongora_Guarda corderos, zagala,58,undirected
Gongora_En los pinares de Júcar ,Gongora_Hermana Marica,26,undirected
Gongora_En los pinares de Júcar ,Gongora_Ilustre ciudad famosa,19,undirected
Gongora_En los pinares de Júcar ,Gongora_Las esmeraldas en hierba,2,undirected
Gongora_En los pinares de Júcar ,Gongora_Las redes sobre el arena,46,undirected
Gongora_En los pinares de Júcar ,Gongora_Los montes que el pie se lavan,56,undirected
Gongora_En los pinares de Júcar ,Gongora_Los rayos le cuenta al sol,2,undirected
Gongora_En los pinares de Júcar ,Gongora_Minguilla la siempre bella,7,undirected
Gongora_En los pinares de Júcar ,Gongora_Según vuelan por el agua,5,undirected
Gongora_En tanto que mis vacas,Gongora_¡Oh cuán bien que acusa Alcino...!,70,undirected
Gongora_En tanto que mis vacas,Gongora_Al tronco de un verde mirto,50,undirected
Gongora_En tanto que mis vacas,Gongora_Aquí entre la verde juncia,147,undirected
Gongora_En tanto que mis vacas,Gongora_Contando estaban sus rayos,49,undirected
Gongora_En tanto que mis vacas,Gongora_Cuántos silbos, cuántas voces,139,undirected
Gongora_En tanto que mis vacas,Gongora_Cuatro o seis desnudos hombros,2,undirected
Gongora_En tanto que mis vacas,Gongora_Diez años vivió Belerma,25,undirected
Gongora_En tanto que mis vacas,Gongora_Entre los sueltos caballos,150,undirected
Gongora_En tanto que mis vacas,Gongora_Las aguas de Carrïón,273,undirected
Gongora_En tanto que mis vacas,Gongora_Ojos eran, fugitivos,167,undirected
Gongora_En tanto que mis vacas,Gongora_Por las faldas del Atlante,3,undirected
Gongora_En tanto que mis vacas,Gongora_Quién pudiera dar un vuelo,5,undirected
Gongora_En tanto que mis vacas,Gongora_Saliéndome estotro día,23,undirected
Gongora_En tanto que mis vacas,Gongora_Sin Leda y sin esperanza,26,undirected
Gongora_En un pastoral albergue,Gongora_¡Oh cuán bien que acusa Alcino...!,165,undirected
Gongora_En un pastoral albergue,Gongora_A un tiempo dejaba el sol,21,undirected
Gongora_En un pastoral albergue,Gongora_Aquel rayo de la guerra,21,undirected
Gongora_En un pastoral albergue,Gongora_Aquí entre la verde juncia,62,undirected
Gongora_En un pastoral albergue,Gongora_Crïábase el Albanés,2,undirected
Gongora_En un pastoral albergue,Gongora_Cuántos silbos, cuántas voces,28,undirected
Gongora_En un pastoral albergue,Gongora_Donde esclarecidamente,325,undirected
Gongora_En un pastoral albergue,Gongora_En el baile del ejido,13,undirected
Gongora_En un pastoral albergue,Gongora_En los pinares de Júcar ,56,undirected
Gongora_En un pastoral albergue,Gongora_Frescos airecillos,10,undirected
Gongora_En un pastoral albergue,Gongora_Ilustre ciudad famosa,161,undirected
Gongora_En un pastoral albergue,Gongora_La ciudad de Babilonia,1,undirected
Gongora_En un pastoral albergue,Gongora_Los montes que el pie se lavan,54,undirected
Gongora_En un pastoral albergue,Gongora_Minguilla la siempre bella,265,undirected
Gongora_En un pastoral albergue,Gongora_Ojos eran, fugitivos,46,undirected
Gongora_En un pastoral albergue,Gongora_Por las faldas del Atlante,84,undirected
Gongora_En un pastoral albergue,Gongora_Según vuelan por el agua,12,undirected
Gongora_En un pastoral albergue,Gongora_Sin Leda y sin esperanza,58,undirected
Gongora_En un pastoral albergue,Gongora_Temo tanto los serenos,15,undirected
Gongora_En un pastoral albergue,Gongora_Todo se murmura,21,undirected
Gongora_Ensíllenme el asno rucio,Gongora_¡Qué necio que era yo antaño...!,45,undirected
Gongora_Ensíllenme el asno rucio,Gongora_A un tiempo dejaba el sol,2,undirected
Gongora_Ensíllenme el asno rucio,Gongora_A vos digo, señor Tajo,2,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Ahora que estoy de espacio,9,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Al pie de un álamo negro,3,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Aquel rayo de la guerra,50,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Aquí entre la verde juncia,34,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Aunque entiendo poco griego,34,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Ave del plumaje negro,9,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Castillo de San Cervantes,228,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Dejad los libros ahora,5,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Desde Sansueña a París,1,undirected
Gongora_Ensíllenme el asno rucio,Gongora_En el caudaloso río,24,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Entre los sueltos caballos,17,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Frescos airecillos,4,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Guarda corderos, zagala,1,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Hanme dicho, hermanas,207,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Hermana Marica,27,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Ilustre ciudad famosa,309,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Las tres auroras que el Tajo,15,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Manzanares, Manzanares,1,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Murmuraban los rocines,19,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Quién pudiera dar un vuelo,13,undirected
Gongora_Ensíllenme el asno rucio,Gongora_Tenemos un doctorando,8,undirected
Gongora_Entre los sueltos caballos,Gongora_¿Quién es aquel caballero...?,50,undirected
Gongora_Entre los sueltos caballos,Gongora_Apeóse el caballero,25,undirected
Gongora_Entre los sueltos caballos,Gongora_Aquel rayo de la guerra,247,undirected
Gongora_Entre los sueltos caballos,Gongora_Arrojóse el mancebito,8,undirected
Gongora_Entre los sueltos caballos,Gongora_Dejad los libros ahora,49,undirected
Gongora_Entre los sueltos caballos,Gongora_Diez años vivió Belerma,4,undirected
Gongora_Entre los sueltos caballos,Gongora_Donde esclarecidamente,22,undirected
Gongora_Entre los sueltos caballos,Gongora_En el caudaloso río,7,undirected
Gongora_Entre los sueltos caballos,Gongora_En tanto que mis vacas,150,undirected
Gongora_Entre los sueltos caballos,Gongora_Ensíllenme el asno rucio,17,undirected
Gongora_Entre los sueltos caballos,Gongora_Érase una vieja,2,undirected
Gongora_Entre los sueltos caballos,Gongora_Ilustre ciudad famosa,35,undirected
Gongora_Entre los sueltos caballos,Gongora_Levantando blanca espuma,24,undirected
Gongora_Entre los sueltos caballos,Gongora_Los rayos le cuenta al sol,24,undirected
Gongora_Entre los sueltos caballos,Gongora_Murmuraban los rocines,12,undirected
Gongora_Entre los sueltos caballos,Gongora_Noble desengaño,1,undirected
Gongora_Entre los sueltos caballos,Gongora_Ojos eran, fugitivos,3,undirected
Gongora_Entre los sueltos caballos,Gongora_Servía en Orán al rey,380,undirected
Gongora_Entre los sueltos caballos,Gongora_Tendiendo sus blancos paños,9,undirected
Gongora_Entre los sueltos caballos,Gongora_Triste pisa, y afligido,5,undirected
Gongora_Érase una vieja,Gongora_A vos digo, señor Tajo,285,undirected
Gongora_Érase una vieja,Gongora_Amarrado al duro banco,14,undirected
Gongora_Érase una vieja,Gongora_Aquel rayo de la guerra,239,undirected
Gongora_Érase una vieja,Gongora_Diez años vivió Belerma,30,undirected
Gongora_Érase una vieja,Gongora_En dos lucientes estrellas,70,undirected
Gongora_Érase una vieja,Gongora_Entre los sueltos caballos,2,undirected
Gongora_Érase una vieja,Gongora_Hanme dicho, hermanas,11,undirected
Gongora_Érase una vieja,Gongora_La desgracia del forzado,312,undirected
Gongora_Érase una vieja,Gongora_Que se nos va la pascua, mozas,2,undirected
Gongora_Érase una vieja,Gongora_Servía en Orán al rey,6,undirected
Gongora_Érase una vieja,Gongora_Tenemos un doctorando,2,undirected
Gongora_Escuchadme un rato atentos,Gongora_¡Oh cuán bien que acusa Alcino...!,76,undirected
Gongora_Escuchadme un rato atentos,Gongora_A un tiempo dejaba el sol,61,undirected
Gongora_Escuchadme un rato atentos,Gongora_Ahora que estoy de espacio,179,undirected
Gongora_Escuchadme un rato atentos,Gongora_Castillo de San Cervantes,34,undirected
Gongora_Escuchadme un rato atentos,Gongora_Cuando la rosada Aurora,2,undirected
Gongora_Escuchadme un rato atentos,Gongora_En la pedregosa orilla,1,undirected
Gongora_Escuchadme un rato atentos,Gongora_En lágrimas salgan mudos,17,undirected
Gongora_Escuchadme un rato atentos,Gongora_En los pinares de Júcar ,206,undirected
Gongora_Escuchadme un rato atentos,Gongora_Hanme dicho, hermanas,4,undirected
Gongora_Escuchadme un rato atentos,Gongora_Murmuraban los rocines,12,undirected
Gongora_Escuchadme un rato atentos,Gongora_Nace el niño y, velo a velo,397,undirected
Gongora_Escuchadme un rato atentos,Gongora_Temo tanto los serenos,13,undirected
Gongora_Escuchadme un rato atentos,Gongora_Trepan los gitanos,89,undirected
Gongora_Esperando están la rosa,Gongora_¿Quién es aquel caballero...?,6,undirected
Gongora_Esperando están la rosa,Gongora_Apeóse el caballero,56,undirected
Gongora_Esperando están la rosa,Gongora_Castillo de San Cervantes,1,undirected
Gongora_Esperando están la rosa,Gongora_Cloris, el más bello grano,5,undirected
Gongora_Esperando están la rosa,Gongora_Cuatro o seis desnudos hombros,300,undirected
Gongora_Esperando están la rosa,Gongora_Dejad los libros ahora,1,undirected
Gongora_Esperando están la rosa,Gongora_En la fuerza de Almería,61,undirected
Gongora_Esperando están la rosa,Gongora_Famosos son, en las armas,197,undirected
Gongora_Esperando están la rosa,Gongora_Guarda corderos, zagala,33,undirected
Gongora_Esperando están la rosa,Gongora_Hanme dicho, hermanas,9,undirected
Gongora_Esperando están la rosa,Gongora_Las esmeraldas en hierba,495,undirected
Gongora_Esperando están la rosa,Gongora_Las flores del romero,125,undirected
Gongora_Esperando están la rosa,Gongora_Las tres auroras que el Tajo,73,undirected
Gongora_Esperando están la rosa,Gongora_Lloraba la niña,47,undirected
Gongora_Esperando están la rosa,Gongora_Saliéndome estotro día,5,undirected
Gongora_Esperando están la rosa,Gongora_Según vuelan por el agua,11,undirected
Gongora_Esperando están la rosa,Gongora_Tenemos un doctorando,2,undirected
Gongora_Famosos son, en las armas,Gongora_Apeóse el caballero,22,undirected
Gongora_Famosos son, en las armas,Gongora_Aquel rayo de la guerra,39,undirected
Gongora_Famosos son, en las armas,Gongora_Aquí entre la verde juncia,82,undirected
Gongora_Famosos son, en las armas,Gongora_En el baile del ejido,9,undirected
Gongora_Famosos son, en las armas,Gongora_En la fuerza de Almería,409,undirected
Gongora_Famosos son, en las armas,Gongora_Esperando están la rosa,197,undirected
Gongora_Famosos son, en las armas,Gongora_La ciudad de Babilonia,15,undirected
Gongora_Famosos son, en las armas,Gongora_Las redes sobre el arena,30,undirected
Gongora_Famosos son, en las armas,Gongora_Las tres auroras que el Tajo,78,undirected
Gongora_Famosos son, en las armas,Gongora_Los montes que el pie se lavan,10,undirected
Gongora_Famosos son, en las armas,Gongora_Minguilla la siempre bella,55,undirected
Gongora_Famosos son, en las armas,Gongora_Ojos eran, fugitivos,2,undirected
Gongora_Famosos son, en las armas,Gongora_Por las faldas del Atlante,53,undirected
Gongora_Famosos son, en las armas,Gongora_Según vuelan por el agua,258,undirected
Gongora_Frescos airecillos,Gongora_¿No me bastaba el peligro...?,5,undirected
Gongora_Frescos airecillos,Gongora_A un tiempo dejaba el sol,3,undirected
Gongora_Frescos airecillos,Gongora_A vos digo, señor Tajo,189,undirected
Gongora_Frescos airecillos,Gongora_Ahora que estoy de espacio,8,undirected
Gongora_Frescos airecillos,Gongora_Al pie de un álamo negro,16,undirected
Gongora_Frescos airecillos,Gongora_Amarrado al duro banco,8,undirected
Gongora_Frescos airecillos,Gongora_Apeóse el caballero,99,undirected
Gongora_Frescos airecillos,Gongora_Aquí entre la verde juncia,1,undirected
Gongora_Frescos airecillos,Gongora_Arrojóse el mancebito,7,undirected
Gongora_Frescos airecillos,Gongora_Ave del plumaje negro,94,undirected
Gongora_Frescos airecillos,Gongora_En el baile del ejido,76,undirected
Gongora_Frescos airecillos,Gongora_En el caudaloso río,10,undirected
Gongora_Frescos airecillos,Gongora_En la fuerza de Almería,2,undirected
Gongora_Frescos airecillos,Gongora_En la pedregosa orilla,78,undirected
Gongora_Frescos airecillos,Gongora_En un pastoral albergue,10,undirected
Gongora_Frescos airecillos,Gongora_Ensíllenme el asno rucio,4,undirected
Gongora_Frescos airecillos,Gongora_Hanme dicho, hermanas,2,undirected
Gongora_Frescos airecillos,Gongora_La cítara que pendiente,1,undirected
Gongora_Frescos airecillos,Gongora_Las aguas de Carrïón,7,undirected
Gongora_Frescos airecillos,Gongora_Levantando blanca espuma,8,undirected
Gongora_Frescos airecillos,Gongora_Minguilla la siempre bella,70,undirected
Gongora_Frescos airecillos,Gongora_Moriste, ninfa bella,54,undirected
Gongora_Frescos airecillos,Gongora_Según vuelan por el agua,42,undirected
Gongora_Frescos airecillos,Gongora_Temo tanto los serenos,1,undirected
Gongora_Frescos airecillos,Gongora_Trepan los gitanos,8,undirected
Gongora_Frescos airecillos,Gongora_Triste pisa, y afligido,173,undirected
Gongora_Guarda corderos, zagala,Gongora_A la fuente va, del Olmo,107,undirected
Gongora_Guarda corderos, zagala,Gongora_Al campo salió, el estío,6,undirected
Gongora_Guarda corderos, zagala,Gongora_Apeóse el caballero,34,undirected
Gongora_Guarda corderos, zagala,Gongora_Con su querida Amarilis,7,undirected
Gongora_Guarda corderos, zagala,Gongora_Cuatro o seis desnudos hombros,335,undirected
Gongora_Guarda corderos, zagala,Gongora_En la fuerza de Almería,196,undirected
Gongora_Guarda corderos, zagala,Gongora_En los pinares de Júcar ,58,undirected
Gongora_Guarda corderos, zagala,Gongora_Ensíllenme el asno rucio,1,undirected
Gongora_Guarda corderos, zagala,Gongora_Esperando están la rosa,33,undirected
Gongora_Guarda corderos, zagala,Gongora_Las esmeraldas en hierba,74,undirected
Gongora_Guarda corderos, zagala,Gongora_Las tres auroras que el Tajo,45,undirected
Gongora_Guarda corderos, zagala,Gongora_Minguilla la siempre bella,1,undirected
Gongora_Guarda corderos, zagala,Gongora_Moriste, ninfa bella,115,undirected
Gongora_Guarda corderos, zagala,Gongora_Ojos eran, fugitivos,46,undirected
Gongora_Guarda corderos, zagala,Gongora_Por las faldas del Atlante,86,undirected
Gongora_Guarda corderos, zagala,Gongora_Según vuelan por el agua,5,undirected
Gongora_Guarda corderos, zagala,Gongora_Sobre unas altas rocas,32,undirected
Gongora_Hanme dicho, hermanas,Gongora_Ahora que estoy de espacio,36,undirected
Gongora_Hanme dicho, hermanas,Gongora_Al pie de un álamo negro,86,undirected
Gongora_Hanme dicho, hermanas,Gongora_Crïábase el Albanés,22,undirected
Gongora_Hanme dicho, hermanas,Gongora_Cuando la rosada Aurora,69,undirected
Gongora_Hanme dicho, hermanas,Gongora_Dejad los libros ahora,418,undirected
Gongora_Hanme dicho, hermanas,Gongora_Despuntado he mil agujas,41,undirected
Gongora_Hanme dicho, hermanas,Gongora_En dos lucientes estrellas,3,undirected
Gongora_Hanme dicho, hermanas,Gongora_En la pedregosa orilla,51,undirected
Gongora_Hanme dicho, hermanas,Gongora_Ensíllenme el asno rucio,207,undirected
Gongora_Hanme dicho, hermanas,Gongora_Érase una vieja,11,undirected
Gongora_Hanme dicho, hermanas,Gongora_Escuchadme un rato atentos,4,undirected
Gongora_Hanme dicho, hermanas,Gongora_Esperando están la rosa,9,undirected
Gongora_Hanme dicho, hermanas,Gongora_Frescos airecillos,2,undirected
Gongora_Hanme dicho, hermanas,Gongora_Hermana Marica,7,undirected
Gongora_Hanme dicho, hermanas,Gongora_Murmuraban los rocines,18,undirected
Gongora_Hanme dicho, hermanas,Gongora_Nace el niño y, velo a velo,1,undirected
Gongora_Hanme dicho, hermanas,Gongora_Temo tanto los serenos,281,undirected
Gongora_Hanme dicho, hermanas,Gongora_Todo se murmura,19,undirected
Gongora_Hanme dicho, hermanas,Gongora_Trepan los gitanos,35,undirected
Gongora_Hermana Marica,Gongora_A la fuente va, del Olmo,1,undirected
Gongora_Hermana Marica,Gongora_A un tiempo dejaba el sol,26,undirected
Gongora_Hermana Marica,Gongora_Apeóse el caballero,1,undirected
Gongora_Hermana Marica,Gongora_Aquel rayo de la guerra,3,undirected
Gongora_Hermana Marica,Gongora_De la semilla, caída,224,undirected
Gongora_Hermana Marica,Gongora_Desde Sansueña a París,160,undirected
Gongora_Hermana Marica,Gongora_Despuntado he mil agujas,246,undirected
Gongora_Hermana Marica,Gongora_En los pinares de Júcar ,26,undirected
Gongora_Hermana Marica,Gongora_Ensíllenme el asno rucio,27,undirected
Gongora_Hermana Marica,Gongora_Hanme dicho, hermanas,7,undirected
Gongora_Hermana Marica,Gongora_La desgracia del forzado,4,undirected
Gongora_Hermana Marica,Gongora_Levantando blanca espuma,32,undirected
Gongora_Hermana Marica,Gongora_Lloraba la niña,137,undirected
Gongora_Hermana Marica,Gongora_Noble desengaño,26,undirected
Gongora_Hermana Marica,Gongora_Pensó rendir la mozuela,15,undirected
Gongora_Hermana Marica,Gongora_Por las faldas del Atlante,52,undirected
Gongora_Hermana Marica,Gongora_Que se nos va la pascua, mozas,149,undirected
Gongora_Hermana Marica,Gongora_Saliéndome estotro día,9,undirected
Gongora_Hermana Marica,Gongora_Según vuelan por el agua,1,undirected
Gongora_Hermana Marica,Gongora_Servía en Orán al rey,2,undirected
Gongora_Hermana Marica,Gongora_Tendiendo sus blancos paños,103,undirected
Gongora_Hermana Marica,Gongora_Trepan los gitanos,168,undirected
Gongora_Ilustre ciudad famosa,Gongora_¡Qué necio que era yo antaño...!,86,undirected
Gongora_Ilustre ciudad famosa,Gongora_Al pie de un álamo negro,12,undirected
Gongora_Ilustre ciudad famosa,Gongora_De la semilla, caída,21,undirected
Gongora_Ilustre ciudad famosa,Gongora_Donde esclarecidamente,45,undirected
Gongora_Ilustre ciudad famosa,Gongora_En los pinares de Júcar ,19,undirected
Gongora_Ilustre ciudad famosa,Gongora_En un pastoral albergue,161,undirected
Gongora_Ilustre ciudad famosa,Gongora_Ensíllenme el asno rucio,309,undirected
Gongora_Ilustre ciudad famosa,Gongora_Entre los sueltos caballos,35,undirected
Gongora_Ilustre ciudad famosa,Gongora_Las redes sobre el arena,158,undirected
Gongora_Ilustre ciudad famosa,Gongora_Manzanares, Manzanares,138,undirected
Gongora_Ilustre ciudad famosa,Gongora_No vengo a pedir silencio,184,undirected
Gongora_Ilustre ciudad famosa,Gongora_Por las faldas del Atlante,23,undirected
Gongora_Ilustre ciudad famosa,Gongora_Quién pudiera dar un vuelo,10,undirected
Gongora_La cítara que pendiente,Gongora_¡Qué necio que era yo antaño...!,57,undirected
Gongora_La cítara que pendiente,Gongora_¿No me bastaba el peligro...?,111,undirected
Gongora_La cítara que pendiente,Gongora_¿Quién oyó? ,234,undirected
Gongora_La cítara que pendiente,Gongora_A un tiempo dejaba el sol,42,undirected
Gongora_La cítara que pendiente,Gongora_Ave del plumaje negro,528,undirected
Gongora_La cítara que pendiente,Gongora_Contando estaban sus rayos,4,undirected
Gongora_La cítara que pendiente,Gongora_En el baile del ejido,141,undirected
Gongora_La cítara que pendiente,Gongora_En lágrimas salgan mudos,162,undirected
Gongora_La cítara que pendiente,Gongora_Frescos airecillos,1,undirected
Gongora_La cítara que pendiente,Gongora_Lloraba la niña,15,undirected
Gongora_La cítara que pendiente,Gongora_Nace el niño y, velo a velo,230,undirected
Gongora_La cítara que pendiente,Gongora_Por las faldas del Atlante,17,undirected
Gongora_La cítara que pendiente,Gongora_Trepan los gitanos,11,undirected
Gongora_La ciudad de Babilonia,Gongora_A la fuente va, del Olmo,36,undirected
Gongora_La ciudad de Babilonia,Gongora_Apeóse el caballero,12,undirected
Gongora_La ciudad de Babilonia,Gongora_Arrojóse el mancebito,20,undirected
Gongora_La ciudad de Babilonia,Gongora_Aunque entiendo poco griego,255,undirected
Gongora_La ciudad de Babilonia,Gongora_Castillo de San Cervantes,15,undirected
Gongora_La ciudad de Babilonia,Gongora_Cloris, el más bello grano,24,undirected
Gongora_La ciudad de Babilonia,Gongora_Con su querida Amarilis,8,undirected
Gongora_La ciudad de Babilonia,Gongora_Crïábase el Albanés,4,undirected
Gongora_La ciudad de Babilonia,Gongora_Cuatro o seis desnudos hombros,4,undirected
Gongora_La ciudad de Babilonia,Gongora_De Tisbe y Píramo quiero,352,undirected
Gongora_La ciudad de Babilonia,Gongora_Dejad los libros ahora,28,undirected
Gongora_La ciudad de Babilonia,Gongora_Donde esclarecidamente,18,undirected
Gongora_La ciudad de Babilonia,Gongora_En el baile del ejido,212,undirected
Gongora_La ciudad de Babilonia,Gongora_En la fuerza de Almería,2,undirected
Gongora_La ciudad de Babilonia,Gongora_En la pedregosa orilla,21,undirected
Gongora_La ciudad de Babilonia,Gongora_En un pastoral albergue,1,undirected
Gongora_La ciudad de Babilonia,Gongora_Famosos son, en las armas,15,undirected
Gongora_La ciudad de Babilonia,Gongora_Manzanares, Manzanares,5,undirected
Gongora_La ciudad de Babilonia,Gongora_Minguilla la siempre bella,227,undirected
Gongora_La ciudad de Babilonia,Gongora_Nace el niño y, velo a velo,1,undirected
Gongora_La ciudad de Babilonia,Gongora_No vengo a pedir silencio,9,undirected
Gongora_La ciudad de Babilonia,Gongora_Ojos eran, fugitivos,151,undirected
Gongora_La ciudad de Babilonia,Gongora_Pensó rendir la mozuela,2,undirected
Gongora_La ciudad de Babilonia,Gongora_Tendiendo sus blancos paños,1,undirected
Gongora_La desgracia del forzado,Gongora_¡Qué necio que era yo antaño...!,2,undirected
Gongora_La desgracia del forzado,Gongora_¿Quién oyó? ,7,undirected
Gongora_La desgracia del forzado,Gongora_Ahora que estoy de espacio,16,undirected
Gongora_La desgracia del forzado,Gongora_Amarrado al duro banco,435,undirected
Gongora_La desgracia del forzado,Gongora_Aquí entre la verde juncia,70,undirected
Gongora_La desgracia del forzado,Gongora_Castillo de San Cervantes,3,undirected
Gongora_La desgracia del forzado,Gongora_Donde esclarecidamente,8,undirected
Gongora_La desgracia del forzado,Gongora_En el caudaloso río,8,undirected
Gongora_La desgracia del forzado,Gongora_Érase una vieja,312,undirected
Gongora_La desgracia del forzado,Gongora_Hermana Marica,4,undirected
Gongora_La desgracia del forzado,Gongora_La más bella niña,406,undirected
Gongora_La desgracia del forzado,Gongora_Lloraba la niña,11,undirected
Gongora_La desgracia del forzado,Gongora_Noble desengaño,5,undirected
Gongora_La desgracia del forzado,Gongora_Según vuelan por el agua,6,undirected
Gongora_La desgracia del forzado,Gongora_Servía en Orán al rey,20,undirected
Gongora_La desgracia del forzado,Gongora_Sin Leda y sin esperanza,16,undirected
Gongora_La desgracia del forzado,Gongora_Triste pisa, y afligido,4,undirected
Gongora_La más bella niña,Gongora_¿Callaré la pena mía...?,6,undirected
Gongora_La más bella niña,Gongora_Al tronco de un verde mirto,4,undirected
Gongora_La más bella niña,Gongora_Amarrado al duro banco,80,undirected
Gongora_La más bella niña,Gongora_Castillo de San Cervantes,43,undirected
Gongora_La más bella niña,Gongora_Ciego que apuntas y atinas,63,undirected
Gongora_La más bella niña,Gongora_Con su querida Amarilis,59,undirected
Gongora_La más bella niña,Gongora_En el caudaloso río,14,undirected
Gongora_La más bella niña,Gongora_En la pedregosa orilla,11,undirected
Gongora_La más bella niña,Gongora_En lágrimas salgan mudos,4,undirected
Gongora_La más bella niña,Gongora_La desgracia del forzado,406,undirected
Gongora_La más bella niña,Gongora_Las flores del romero,437,undirected
Gongora_La más bella niña,Gongora_Lloraba la niña,1,undirected
Gongora_La más bella niña,Gongora_Servía en Orán al rey,1,undirected
Gongora_La más bella niña,Gongora_Tenemos un doctorando,1,undirected
Gongora_Las aguas de Carrïón,Gongora_¡Oh cuán bien que acusa Alcino...!,333,undirected
Gongora_Las aguas de Carrïón,Gongora_¿Callaré la pena mía...?,157,undirected
Gongora_Las aguas de Carrïón,Gongora_¿No me bastaba el peligro...?,22,undirected
Gongora_Las aguas de Carrïón,Gongora_Con su querida Amarilis,78,undirected
Gongora_Las aguas de Carrïón,Gongora_Contando estaban sus rayos,29,undirected
Gongora_Las aguas de Carrïón,Gongora_Cuántos silbos, cuántas voces,7,undirected
Gongora_Las aguas de Carrïón,Gongora_En tanto que mis vacas,273,undirected
Gongora_Las aguas de Carrïón,Gongora_Frescos airecillos,7,undirected
Gongora_Las aguas de Carrïón,Gongora_Los montes que el pie se lavan,297,undirected
Gongora_Las aguas de Carrïón,Gongora_Nace el niño y, velo a velo,1,undirected
Gongora_Las aguas de Carrïón,Gongora_Sobre unas altas rocas,545,undirected
Gongora_Las esmeraldas en hierba,Gongora_Ave del plumaje negro,57,undirected
Gongora_Las esmeraldas en hierba,Gongora_Contando estaban sus rayos,110,undirected
Gongora_Las esmeraldas en hierba,Gongora_Cuántos silbos, cuántas voces,17,undirected
Gongora_Las esmeraldas en hierba,Gongora_Cuatro o seis desnudos hombros,1,undirected
