Source,Target,Weight,Type
Gongora_Servía en Orán al rey,Gongora_En el caudaloso río,5,undirected
Gongora_Servía en Orán al rey,Gongora_Entre los sueltos caballos,380,undirected
Gongora_Servía en Orán al rey,Gongora_Érase una vieja,6,undirected
Gongora_Servía en Orán al rey,Gongora_Hermana Marica,2,undirected
Gongora_Servía en Orán al rey,Gongora_La desgracia del forzado,20,undirected
Gongora_Servía en Orán al rey,Gongora_La más bella niña,1,undirected
Gongora_Servía en Orán al rey,Gongora_Noble desengaño,68,undirected
Gongora_Servía en Orán al rey,Gongora_Según vuelan por el agua,12,undirected
Gongora_Servía en Orán al rey,Gongora_Sin Leda y sin esperanza,153,undirected
Gongora_Servía en Orán al rey,Gongora_Temo tanto los serenos,94,undirected
Gongora_Servía en Orán al rey,Gongora_Triste pisa, y afligido,70,undirected
Gongora_Sin Leda y sin esperanza,Gongora_¡Oh cuán bien que acusa Alcino...!,9,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Amarrado al duro banco,14,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Arrojóse el mancebito,329,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Con su querida Amarilis,7,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Contando estaban sus rayos,17,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Crïábase el Albanés,11,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Despuntado he mil agujas,1,undirected
Gongora_Sin Leda y sin esperanza,Gongora_En el caudaloso río,467,undirected
Gongora_Sin Leda y sin esperanza,Gongora_En lágrimas salgan mudos,70,undirected
Gongora_Sin Leda y sin esperanza,Gongora_En tanto que mis vacas,26,undirected
Gongora_Sin Leda y sin esperanza,Gongora_En un pastoral albergue,58,undirected
Gongora_Sin Leda y sin esperanza,Gongora_La desgracia del forzado,16,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Los montes que el pie se lavan,39,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Servía en Orán al rey,153,undirected
Gongora_Sin Leda y sin esperanza,Gongora_Triste pisa, y afligido,5,undirected
Gongora_Sobre unas altas rocas,Gongora_¿Callaré la pena mía...?,26,undirected
Gongora_Sobre unas altas rocas,Gongora_Ahora que estoy de espacio,40,undirected
Gongora_Sobre unas altas rocas,Gongora_Aquí entre la verde juncia,5,undirected
Gongora_Sobre unas altas rocas,Gongora_Contando estaban sus rayos,55,undirected
Gongora_Sobre unas altas rocas,Gongora_Guarda corderos, zagala,32,undirected
Gongora_Sobre unas altas rocas,Gongora_Las aguas de Carrïón,545,undirected
Gongora_Sobre unas altas rocas,Gongora_Las flores del romero,37,undirected
Gongora_Sobre unas altas rocas,Gongora_Levantando blanca espuma,403,undirected
Gongora_Sobre unas altas rocas,Gongora_Nace el niño y, velo a velo,17,undirected
Gongora_Sobre unas altas rocas,Gongora_Trepan los gitanos,8,undirected
Gongora_Temo tanto los serenos,Gongora_¿Quién es aquel caballero...?,180,undirected
Gongora_Temo tanto los serenos,Gongora_Ahora que estoy de espacio,143,undirected
Gongora_Temo tanto los serenos,Gongora_Al pie de un álamo negro,30,undirected
Gongora_Temo tanto los serenos,Gongora_Arrojóse el mancebito,23,undirected
Gongora_Temo tanto los serenos,Gongora_Ave del plumaje negro,1,undirected
Gongora_Temo tanto los serenos,Gongora_Crïábase el Albanés,231,undirected
Gongora_Temo tanto los serenos,Gongora_Cuando la rosada Aurora,68,undirected
Gongora_Temo tanto los serenos,Gongora_Dejad los libros ahora,5,undirected
Gongora_Temo tanto los serenos,Gongora_Despuntado he mil agujas,16,undirected
Gongora_Temo tanto los serenos,Gongora_En un pastoral albergue,15,undirected
Gongora_Temo tanto los serenos,Gongora_Escuchadme un rato atentos,13,undirected
Gongora_Temo tanto los serenos,Gongora_Frescos airecillos,1,undirected
Gongora_Temo tanto los serenos,Gongora_Hanme dicho, hermanas,281,undirected
Gongora_Temo tanto los serenos,Gongora_Manzanares, Manzanares,68,undirected
Gongora_Temo tanto los serenos,Gongora_Que se nos va la pascua, mozas,31,undirected
Gongora_Temo tanto los serenos,Gongora_Servía en Orán al rey,94,undirected
Gongora_Temo tanto los serenos,Gongora_Tenemos un doctorando,85,undirected
Gongora_Temo tanto los serenos,Gongora_Trepan los gitanos,4,undirected
Gongora_Temo tanto los serenos,Gongora_Triste pisa, y afligido,6,undirected
Gongora_Tendiendo sus blancos paños,Gongora_¡Qué necio que era yo antaño...!,2,undirected
Gongora_Tendiendo sus blancos paños,Gongora_¿Quién oyó? ,7,undirected
Gongora_Tendiendo sus blancos paños,Gongora_A un tiempo dejaba el sol,53,undirected
Gongora_Tendiendo sus blancos paños,Gongora_A vos digo, señor Tajo,1,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Aquel rayo de la guerra,163,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Aunque entiendo poco griego,57,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Castillo de San Cervantes,13,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Cloris, el más bello grano,129,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Crïábase el Albanés,10,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Desde Sansueña a París,23,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Despuntado he mil agujas,9,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Donde esclarecidamente,7,undirected
Gongora_Tendiendo sus blancos paños,Gongora_En la fuerza de Almería,168,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Entre los sueltos caballos,9,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Hermana Marica,103,undirected
Gongora_Tendiendo sus blancos paños,Gongora_La ciudad de Babilonia,1,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Las flores del romero,7,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Los rayos le cuenta al sol,38,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Noble desengaño,9,undirected
Gongora_Tendiendo sus blancos paños,Gongora_Ojos eran, fugitivos,66,undirected
Gongora_Tenemos un doctorando,Gongora_¡Qué necio que era yo antaño...!,112,undirected
Gongora_Tenemos un doctorando,Gongora_¿Quién es aquel caballero...?,98,undirected
Gongora_Tenemos un doctorando,Gongora_Al pie de un álamo negro,158,undirected
Gongora_Tenemos un doctorando,Gongora_Cloris, el más bello grano,121,undirected
Gongora_Tenemos un doctorando,Gongora_Cuando la rosada Aurora,147,undirected
Gongora_Tenemos un doctorando,Gongora_Despuntado he mil agujas,116,undirected
Gongora_Tenemos un doctorando,Gongora_Diez años vivió Belerma,212,undirected
Gongora_Tenemos un doctorando,Gongora_En la pedregosa orilla,8,undirected
Gongora_Tenemos un doctorando,Gongora_Ensíllenme el asno rucio,8,undirected
Gongora_Tenemos un doctorando,Gongora_Érase una vieja,2,undirected
Gongora_Tenemos un doctorando,Gongora_Esperando están la rosa,2,undirected
Gongora_Tenemos un doctorando,Gongora_La más bella niña,1,undirected
Gongora_Tenemos un doctorando,Gongora_Manzanares, Manzanares,67,undirected
Gongora_Tenemos un doctorando,Gongora_Murmuraban los rocines,107,undirected
Gongora_Tenemos un doctorando,Gongora_No vengo a pedir silencio,50,undirected
Gongora_Tenemos un doctorando,Gongora_Pensó rendir la mozuela,60,undirected
Gongora_Tenemos un doctorando,Gongora_Quién pudiera dar un vuelo,15,undirected
Gongora_Tenemos un doctorando,Gongora_Saliéndome estotro día,361,undirected
Gongora_Tenemos un doctorando,Gongora_Temo tanto los serenos,85,undirected
Gongora_Tenemos un doctorando,Gongora_Trepan los gitanos,5,undirected
Gongora_Tenemos un doctorando,Gongora_Triste pisa, y afligido,16,undirected
Gongora_Todo se murmura,Gongora_¿Quién es aquel caballero...?,119,undirected
Gongora_Todo se murmura,Gongora_Aquel rayo de la guerra,4,undirected
Gongora_Todo se murmura,Gongora_Crïábase el Albanés,11,undirected
Gongora_Todo se murmura,Gongora_Cuántos silbos, cuántas voces,91,undirected
Gongora_Todo se murmura,Gongora_Desde Sansueña a París,23,undirected
Gongora_Todo se murmura,Gongora_En la pedregosa orilla,5,undirected
Gongora_Todo se murmura,Gongora_En un pastoral albergue,21,undirected
Gongora_Todo se murmura,Gongora_Hanme dicho, hermanas,19,undirected
Gongora_Todo se murmura,Gongora_Las redes sobre el arena,28,undirected
Gongora_Todo se murmura,Gongora_Los rayos le cuenta al sol,452,undirected
Gongora_Todo se murmura,Gongora_Minguilla la siempre bella,1,undirected
Gongora_Todo se murmura,Gongora_Trepan los gitanos,99,undirected
Gongora_Trepan los gitanos,Gongora_A la fuente va, del Olmo,27,undirected
Gongora_Trepan los gitanos,Gongora_Al pie de un álamo negro,3,undirected
Gongora_Trepan los gitanos,Gongora_Ave del plumaje negro,24,undirected
Gongora_Trepan los gitanos,Gongora_Desde Sansueña a París,51,undirected
Gongora_Trepan los gitanos,Gongora_Diez años vivió Belerma,120,undirected
Gongora_Trepan los gitanos,Gongora_Escuchadme un rato atentos,89,undirected
Gongora_Trepan los gitanos,Gongora_Frescos airecillos,8,undirected
Gongora_Trepan los gitanos,Gongora_Hanme dicho, hermanas,35,undirected
Gongora_Trepan los gitanos,Gongora_Hermana Marica,168,undirected
Gongora_Trepan los gitanos,Gongora_La cítara que pendiente,11,undirected
Gongora_Trepan los gitanos,Gongora_Levantando blanca espuma,20,undirected
Gongora_Trepan los gitanos,Gongora_Pensó rendir la mozuela,1,undirected
Gongora_Trepan los gitanos,Gongora_Que se nos va la pascua, mozas,7,undirected
Gongora_Trepan los gitanos,Gongora_Sobre unas altas rocas,8,undirected
Gongora_Trepan los gitanos,Gongora_Temo tanto los serenos,4,undirected
Gongora_Trepan los gitanos,Gongora_Tenemos un doctorando,5,undirected
Gongora_Trepan los gitanos,Gongora_Todo se murmura,99,undirected
Gongora_Trepan los gitanos,Gongora_Triste pisa, y afligido,4,undirected
Gongora_Triste pisa, y afligido,Gongora_¿No me bastaba el peligro...?,1,undirected
Gongora_Triste pisa, y afligido,Gongora_A un tiempo dejaba el sol,2,undirected
Gongora_Triste pisa, y afligido,Gongora_Al pie de un álamo negro,4,undirected
Gongora_Triste pisa, y afligido,Gongora_Amarrado al duro banco,29,undirected
Gongora_Triste pisa, y afligido,Gongora_Apeóse el caballero,9,undirected
Gongora_Triste pisa, y afligido,Gongora_Aquel rayo de la guerra,465,undirected
Gongora_Triste pisa, y afligido,Gongora_Aunque entiendo poco griego,2,undirected
Gongora_Triste pisa, y afligido,Gongora_Desde Sansueña a París,8,undirected
Gongora_Triste pisa, y afligido,Gongora_Despuntado he mil agujas,364,undirected
Gongora_Triste pisa, y afligido,Gongora_En la pedregosa orilla,7,undirected
Gongora_Triste pisa, y afligido,Gongora_Entre los sueltos caballos,5,undirected
Gongora_Triste pisa, y afligido,Gongora_Frescos airecillos,173,undirected
Gongora_Triste pisa, y afligido,Gongora_La desgracia del forzado,4,undirected
Gongora_Triste pisa, y afligido,Gongora_Levantando blanca espuma,45,undirected
Gongora_Triste pisa, y afligido,Gongora_Lloraba la niña,5,undirected
Gongora_Triste pisa, y afligido,Gongora_Moriste, ninfa bella,22,undirected
Gongora_Triste pisa, y afligido,Gongora_Servía en Orán al rey,70,undirected
Gongora_Triste pisa, y afligido,Gongora_Sin Leda y sin esperanza,5,undirected
Gongora_Triste pisa, y afligido,Gongora_Temo tanto los serenos,6,undirected
Gongora_Triste pisa, y afligido,Gongora_Tenemos un doctorando,16,undirected
Gongora_Triste pisa, y afligido,Gongora_Trepan los gitanos,4,undirected
